bb category,product title,product description,brand,quantity or pack size,mrp,price,site name,offers,combo offers,stock availibility,image url,url,timestamp
Electronics,Fire Stick 45,This is a synthetic description for Fire Stick 45.,Solimo,3 pack,990,978.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-23
Groceries,Happy Belly Snack 92,This is a synthetic description for Happy Belly Snack 92.,Amazon Basics,2 pack,620,606.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-03-27
Electronics,Echo Dot 42,This is a synthetic description for Echo Dot 42.,Amazon Basics,2 pack,958,922.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-05
Books,Fire Stick 39,This is a synthetic description for Fire Stick 39.,Solimo,1 pack,245,227.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-23
Household,Echo Dot 47,This is a synthetic description for Echo Dot 47.,Amazon Basics,3 pack,1231,1134.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-03-10
Electronics,Happy Belly Snack 48,This is a synthetic description for Happy Belly Snack 48.,Kindle,3 pack,518,491.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-03
Household,Amazon Product 78,This is a synthetic description for Amazon Product 78.,Kindle,1 pack,540,516.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-01-27
Groceries,Solimo Essential 67,This is a synthetic description for Solimo Essential 67.,Solimo,2 pack,736,698.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-07-19
Books,Happy Belly Snack 19,This is a synthetic description for Happy Belly Snack 19.,Fire TV,2 pack,1225,1184.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-11-11
Books,Echo Dot 97,This is a synthetic description for Echo Dot 97.,Fire TV,3 pack,172,165.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-06-03
Electronics,Fire Stick 13,This is a synthetic description for Fire Stick 13.,Amazon Basics,4 pack,1765,1761.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-06-23
Kitchen,Solimo Essential 67,This is a synthetic description for Solimo Essential 67.,Happy Belly,4 pack,480,478.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-08
Books,Solimo Essential 81,This is a synthetic description for Solimo Essential 81.,Echo,2 pack,1594,1565.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-14
Books,Echo Dot 77,This is a synthetic description for Echo Dot 77.,Kindle,3 pack,1426,1372.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-06-16
Electronics,Fire Stick 17,This is a synthetic description for Fire Stick 17.,Fire TV,4 pack,1079,1077.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-21
Books,Kindle E-Reader 5,This is a synthetic description for Kindle E-Reader 5.,Fire TV,4 pack,1371,1264.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-07-24
Groceries,Fire Stick 70,This is a synthetic description for Fire Stick 70.,Happy Belly,2 pack,555,517.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-10
Books,Happy Belly Snack 98,This is a synthetic description for Happy Belly Snack 98.,Kindle,2 pack,1927,1777.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-09
Electronics,Echo Dot 2,This is a synthetic description for Echo Dot 2.,Echo,1 pack,1068,1004.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-22
Kitchen,Solimo Essential 68,This is a synthetic description for Solimo Essential 68.,Solimo,3 pack,361,327.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-28
Kitchen,Fire Stick 12,This is a synthetic description for Fire Stick 12.,Amazon Basics,2 pack,777,733.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-22
Household,Happy Belly Snack 78,This is a synthetic description for Happy Belly Snack 78.,Happy Belly,3 pack,1971,1965.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-11-19
Groceries,Kindle E-Reader 66,This is a synthetic description for Kindle E-Reader 66.,Echo,2 pack,1030,949.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-09-09
Household,Amazon Product 66,This is a synthetic description for Amazon Product 66.,Amazon Basics,1 pack,921,889.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-02-15
Kitchen,Happy Belly Snack 52,This is a synthetic description for Happy Belly Snack 52.,Echo,3 pack,1001,977.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-05-26
Groceries,Solimo Essential 68,This is a synthetic description for Solimo Essential 68.,Amazon Basics,3 pack,1703,1692.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-06
Books,Solimo Essential 93,This is a synthetic description for Solimo Essential 93.,Fire TV,3 pack,489,458.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-04
Household,Fire Stick 23,This is a synthetic description for Fire Stick 23.,Echo,3 pack,1110,1106.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-06-02
Electronics,Solimo Essential 11,This is a synthetic description for Solimo Essential 11.,Solimo,1 pack,1179,1101.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-02-22
Electronics,Kindle E-Reader 21,This is a synthetic description for Kindle E-Reader 21.,Amazon Basics,4 pack,289,276.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-05-19
Books,Amazon Product 4,This is a synthetic description for Amazon Product 4.,Fire TV,3 pack,1675,1659.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-05-10
Books,Echo Dot 52,This is a synthetic description for Echo Dot 52.,Fire TV,4 pack,521,483.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-23
Books,Happy Belly Snack 99,This is a synthetic description for Happy Belly Snack 99.,Echo,4 pack,1081,1068.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-26
Kitchen,Echo Dot 55,This is a synthetic description for Echo Dot 55.,Solimo,2 pack,1854,1706.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-01
Groceries,Solimo Essential 87,This is a synthetic description for Solimo Essential 87.,Solimo,4 pack,1546,1414.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-11-19
Household,Solimo Essential 85,This is a synthetic description for Solimo Essential 85.,Kindle,2 pack,272,269.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-06-22
Books,Kindle E-Reader 63,This is a synthetic description for Kindle E-Reader 63.,Kindle,4 pack,1891,1709.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-02-21
Books,Solimo Essential 52,This is a synthetic description for Solimo Essential 52.,Fire TV,2 pack,843,792.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-09
Groceries,Solimo Essential 13,This is a synthetic description for Solimo Essential 13.,Amazon Basics,1 pack,291,275.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-08
Household,Fire Stick 48,This is a synthetic description for Fire Stick 48.,Kindle,1 pack,1133,1076.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-01
Household,Kindle E-Reader 86,This is a synthetic description for Kindle E-Reader 86.,Amazon Basics,3 pack,1055,969.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-07-23
Books,Amazon Product 87,This is a synthetic description for Amazon Product 87.,Kindle,4 pack,944,873.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-04
Electronics,Echo Dot 51,This is a synthetic description for Echo Dot 51.,Echo,4 pack,1140,1136.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-10
Kitchen,Fire Stick 11,This is a synthetic description for Fire Stick 11.,Fire TV,3 pack,1334,1307.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-06
Groceries,Echo Dot 94,This is a synthetic description for Echo Dot 94.,Happy Belly,4 pack,619,610.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-26
Books,Amazon Product 95,This is a synthetic description for Amazon Product 95.,Amazon Basics,1 pack,1061,983.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-12-26
Books,Happy Belly Snack 68,This is a synthetic description for Happy Belly Snack 68.,Happy Belly,1 pack,268,244.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-06-10
Household,Solimo Essential 21,This is a synthetic description for Solimo Essential 21.,Fire TV,4 pack,1982,1981.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-24
Books,Solimo Essential 11,This is a synthetic description for Solimo Essential 11.,Solimo,3 pack,372,355.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-14
Beauty,Happy Belly Snack 89,This is a synthetic description for Happy Belly Snack 89.,Solimo,2 pack,513,494.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-23
Beauty,Happy Belly Snack 21,This is a synthetic description for Happy Belly Snack 21.,Echo,2 pack,1667,1549.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-04
Electronics,Solimo Essential 21,This is a synthetic description for Solimo Essential 21.,Kindle,2 pack,760,753.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-11-27
Books,Kindle E-Reader 86,This is a synthetic description for Kindle E-Reader 86.,Happy Belly,3 pack,1468,1447.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-08
Household,Echo Dot 85,This is a synthetic description for Echo Dot 85.,Fire TV,3 pack,1685,1591.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-06-14
Books,Echo Dot 22,This is a synthetic description for Echo Dot 22.,Echo,1 pack,1824,1728.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-04-08
Beauty,Echo Dot 30,This is a synthetic description for Echo Dot 30.,Fire TV,3 pack,1404,1277.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-03
Household,Solimo Essential 16,This is a synthetic description for Solimo Essential 16.,Amazon Basics,4 pack,1384,1382.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-11
Beauty,Solimo Essential 98,This is a synthetic description for Solimo Essential 98.,Echo,1 pack,1133,1113.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-15
Beauty,Solimo Essential 41,This is a synthetic description for Solimo Essential 41.,Kindle,1 pack,599,564.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-05-01
Household,Happy Belly Snack 12,This is a synthetic description for Happy Belly Snack 12.,Amazon Basics,2 pack,1137,1104.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-11-22
Beauty,Kindle E-Reader 95,This is a synthetic description for Kindle E-Reader 95.,Happy Belly,4 pack,1334,1234.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-18
Groceries,Fire Stick 20,This is a synthetic description for Fire Stick 20.,Solimo,4 pack,1113,1015.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-06-21
Groceries,Happy Belly Snack 21,This is a synthetic description for Happy Belly Snack 21.,Solimo,2 pack,1041,1038.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-21
Electronics,Fire Stick 93,This is a synthetic description for Fire Stick 93.,Happy Belly,3 pack,1851,1772.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-04
Books,Happy Belly Snack 24,This is a synthetic description for Happy Belly Snack 24.,Solimo,2 pack,693,675.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-11-11
Beauty,Amazon Product 63,This is a synthetic description for Amazon Product 63.,Happy Belly,3 pack,505,482.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-02
Household,Happy Belly Snack 31,This is a synthetic description for Happy Belly Snack 31.,Fire TV,4 pack,118,115.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-15
Electronics,Solimo Essential 63,This is a synthetic description for Solimo Essential 63.,Fire TV,1 pack,862,816.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-06-27
Kitchen,Echo Dot 33,This is a synthetic description for Echo Dot 33.,Amazon Basics,2 pack,1383,1337.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-19
Kitchen,Fire Stick 75,This is a synthetic description for Fire Stick 75.,Amazon Basics,2 pack,1523,1455.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-07-10
Household,Solimo Essential 3,This is a synthetic description for Solimo Essential 3.,Kindle,3 pack,1748,1655.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-26
Kitchen,Amazon Product 51,This is a synthetic description for Amazon Product 51.,Kindle,3 pack,1549,1515.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-19
Groceries,Echo Dot 64,This is a synthetic description for Echo Dot 64.,Kindle,4 pack,148,144.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-09-11
Books,Happy Belly Snack 90,This is a synthetic description for Happy Belly Snack 90.,Fire TV,2 pack,842,804.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-11
Electronics,Fire Stick 70,This is a synthetic description for Fire Stick 70.,Amazon Basics,2 pack,785,726.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-07-11
Electronics,Fire Stick 85,This is a synthetic description for Fire Stick 85.,Happy Belly,4 pack,975,946.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-20
Beauty,Fire Stick 14,This is a synthetic description for Fire Stick 14.,Solimo,4 pack,1523,1418.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-14
Books,Amazon Product 45,This is a synthetic description for Amazon Product 45.,Fire TV,4 pack,1742,1659.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-23
Electronics,Echo Dot 68,This is a synthetic description for Echo Dot 68.,Solimo,1 pack,1642,1573.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-07
Beauty,Fire Stick 88,This is a synthetic description for Fire Stick 88.,Kindle,2 pack,1789,1670.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-02
Household,Echo Dot 82,This is a synthetic description for Echo Dot 82.,Kindle,3 pack,1722,1558.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-20
Electronics,Echo Dot 12,This is a synthetic description for Echo Dot 12.,Amazon Basics,1 pack,524,492.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-19
Household,Amazon Product 71,This is a synthetic description for Amazon Product 71.,Happy Belly,3 pack,388,372.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-02-09
Books,Solimo Essential 43,This is a synthetic description for Solimo Essential 43.,Amazon Basics,3 pack,1721,1705.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-17
Kitchen,Solimo Essential 65,This is a synthetic description for Solimo Essential 65.,Solimo,1 pack,1640,1639.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-11-19
Household,Solimo Essential 98,This is a synthetic description for Solimo Essential 98.,Echo,1 pack,1802,1717.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-24
Books,Kindle E-Reader 10,This is a synthetic description for Kindle E-Reader 10.,Echo,4 pack,342,311.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-09-22
Household,Fire Stick 86,This is a synthetic description for Fire Stick 86.,Kindle,3 pack,1849,1734.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-03-15
Electronics,Solimo Essential 28,This is a synthetic description for Solimo Essential 28.,Solimo,1 pack,546,545.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-15
Beauty,Fire Stick 97,This is a synthetic description for Fire Stick 97.,Solimo,4 pack,326,321.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-01-14
Electronics,Kindle E-Reader 50,This is a synthetic description for Kindle E-Reader 50.,Echo,3 pack,808,758.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-01
Household,Fire Stick 92,This is a synthetic description for Fire Stick 92.,Amazon Basics,4 pack,584,564.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-03-17
Kitchen,Solimo Essential 42,This is a synthetic description for Solimo Essential 42.,Fire TV,4 pack,1577,1566.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-09
Beauty,Echo Dot 3,This is a synthetic description for Echo Dot 3.,Echo,2 pack,1998,1959.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-09-07
Electronics,Echo Dot 32,This is a synthetic description for Echo Dot 32.,Fire TV,4 pack,1742,1642.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-04
Kitchen,Kindle E-Reader 32,This is a synthetic description for Kindle E-Reader 32.,Amazon Basics,4 pack,913,898.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-07-09
Groceries,Echo Dot 30,This is a synthetic description for Echo Dot 30.,Kindle,2 pack,1383,1282.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-03-22
Beauty,Echo Dot 25,This is a synthetic description for Echo Dot 25.,Echo,1 pack,295,271.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-08-01
Kitchen,Echo Dot 99,This is a synthetic description for Echo Dot 99.,Kindle,4 pack,1600,1592.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-24
Beauty,Fire Stick 44,This is a synthetic description for Fire Stick 44.,Amazon Basics,3 pack,1573,1466.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-20
Household,Happy Belly Snack 3,This is a synthetic description for Happy Belly Snack 3.,Fire TV,4 pack,1921,1901.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-24
Groceries,Kindle E-Reader 52,This is a synthetic description for Kindle E-Reader 52.,Solimo,1 pack,406,389.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-11-02
Kitchen,Amazon Product 69,This is a synthetic description for Amazon Product 69.,Fire TV,3 pack,961,947.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-19
Books,Echo Dot 16,This is a synthetic description for Echo Dot 16.,Solimo,2 pack,582,543.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-10
Electronics,Fire Stick 1,This is a synthetic description for Fire Stick 1.,Echo,4 pack,541,517.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-11-23
Groceries,Kindle E-Reader 57,This is a synthetic description for Kindle E-Reader 57.,Kindle,1 pack,1425,1284.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-28
Beauty,Fire Stick 77,This is a synthetic description for Fire Stick 77.,Solimo,3 pack,1860,1727.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-10
Beauty,Kindle E-Reader 98,This is a synthetic description for Kindle E-Reader 98.,Happy Belly,2 pack,241,238.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-22
Beauty,Kindle E-Reader 30,This is a synthetic description for Kindle E-Reader 30.,Happy Belly,3 pack,695,671.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-08-09
Kitchen,Amazon Product 83,This is a synthetic description for Amazon Product 83.,Happy Belly,3 pack,998,957.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-10
Books,Echo Dot 71,This is a synthetic description for Echo Dot 71.,Happy Belly,3 pack,1196,1078.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-24
Books,Happy Belly Snack 38,This is a synthetic description for Happy Belly Snack 38.,Kindle,1 pack,775,736.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-10-14
Electronics,Fire Stick 89,This is a synthetic description for Fire Stick 89.,Happy Belly,3 pack,920,862.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-26
Books,Kindle E-Reader 68,This is a synthetic description for Kindle E-Reader 68.,Fire TV,4 pack,613,573.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-09-04
Electronics,Echo Dot 62,This is a synthetic description for Echo Dot 62.,Amazon Basics,4 pack,1793,1782.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-10
Kitchen,Solimo Essential 85,This is a synthetic description for Solimo Essential 85.,Kindle,1 pack,1427,1408.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-08-14
Electronics,Echo Dot 73,This is a synthetic description for Echo Dot 73.,Kindle,1 pack,1447,1413.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2023-04-28
Electronics,Echo Dot 87,This is a synthetic description for Echo Dot 87.,Fire TV,2 pack,1711,1665.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-13
Household,Fire Stick 93,This is a synthetic description for Fire Stick 93.,Happy Belly,4 pack,632,582.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-04-09
Groceries,Kindle E-Reader 4,This is a synthetic description for Kindle E-Reader 4.,Fire TV,4 pack,871,850.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-12-25
Books,Solimo Essential 88,This is a synthetic description for Solimo Essential 88.,Solimo,3 pack,1050,946.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-06-21
Kitchen,Happy Belly Snack 86,This is a synthetic description for Happy Belly Snack 86.,Amazon Basics,2 pack,672,661.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-10-09
Beauty,Fire Stick 65,This is a synthetic description for Fire Stick 65.,Amazon Basics,1 pack,1744,1646.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-09-15
Groceries,Fire Stick 56,This is a synthetic description for Fire Stick 56.,Amazon Basics,1 pack,800,752.0,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-10-20
Beauty,Fire Stick 97,This is a synthetic description for Fire Stick 97.,Solimo,3 pack,440,399.0,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-06-18
Electronics,Amazon Product 88,This is a synthetic description for Amazon Product 88.,Kindle,1 pack,652,636.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-09-25
Electronics,Echo Dot 64,This is a synthetic description for Echo Dot 64.,Echo,2 pack,1782,1644.0,amazon_com,Limited time deal,,False,https://example.com/image.jpg,https://www.amazon.com/example-product,2025-05-16
Groceries,Amazon Product 40,This is a synthetic description for Amazon Product 40.,Fire TV,3 pack,1455,1384.0,amazon_com,Limited time deal,,True,https://example.com/image.jpg,https://www.amazon.com/example-product,2024-11-16
