Uniq Id,Crawl Timestamp,Bb Category,Product Title,Product Description,Brand,Quantity Or Pack Size,Mrp,Price,Site Name,Offers,Combo Offers,Stock Availibility,Image Url,Url
amzn_00228,2024-01-01 03:48:00,Beauty,Solimo Essential 67,This is a synthetic description for Solimo Essential 67.,Happy Belly,2 pack,691,682,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00229,2024-01-01 03:49:00,Groceries,Fire Stick 8,This is a synthetic description for Fire Stick 8.,Echo,4 pack,612,556,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00230,2024-01-01 03:50:00,Electronics,Kindle E-Reader 37,This is a synthetic description for Kindle E-Reader 37.,Kindle,4 pack,264,248,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00231,2024-01-01 03:51:00,Books,Happy Belly Snack 61,This is a synthetic description for Happy Belly Snack 61.,Fire TV,2 pack,433,432,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00232,2024-01-01 03:52:00,Books,Solimo Essential 29,This is a synthetic description for Solimo Essential 29.,Amazon Basics,3 pack,1158,1089,amazon_com,Limited time deal,nan,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00233,2024-01-01 03:53:00,Groceries,Amazon Product 51,This is a synthetic description for Amazon Product 51.,Happy Belly,4 pack,589,570,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00234,2024-01-01 03:54:00,Beauty,Kindle E-Reader 98,This is a synthetic description for Kindle E-Reader 98.,Amazon Basics,2 pack,1920,1736,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00235,2024-01-01 03:55:00,Beauty,Solimo Essential 23,This is a synthetic description for Solimo Essential 23.,Fire TV,2 pack,1975,1825,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00236,2024-01-01 03:56:00,Household,Solimo Essential 8,This is a synthetic description for Solimo Essential 8.,Solimo,1 pack,228,221,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00237,2024-01-01 03:57:00,Groceries,Happy Belly Snack 47,This is a synthetic description for Happy Belly Snack 47.,Solimo,1 pack,410,385,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00238,2024-01-01 03:58:00,Household,Solimo Essential 17,This is a synthetic description for Solimo Essential 17.,Solimo,4 pack,402,363,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00239,2024-01-01 03:59:00,Electronics,Happy Belly Snack 68,This is a synthetic description for Happy Belly Snack 68.,Amazon Basics,1 pack,1270,1240,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00240,2024-01-01 04:00:00,Groceries,Amazon Product 90,This is a synthetic description for Amazon Product 90.,Happy Belly,4 pack,1109,1046,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00241,2024-01-01 04:01:00,Electronics,Amazon Product 89,This is a synthetic description for Amazon Product 89.,Kindle,1 pack,1880,1804,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00242,2024-01-01 04:02:00,Books,Solimo Essential 4,This is a synthetic description for Solimo Essential 4.,Happy Belly,3 pack,1577,1496,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00243,2024-01-01 04:03:00,Beauty,Echo Dot 75,This is a synthetic description for Echo Dot 75.,Amazon Basics,4 pack,921,851,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00244,2024-01-01 04:04:00,Electronics,Fire Stick 71,This is a synthetic description for Fire Stick 71.,Kindle,3 pack,927,839,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00245,2024-01-01 04:05:00,Electronics,Kindle E-Reader 44,This is a synthetic description for Kindle E-Reader 44.,Happy Belly,2 pack,1390,1292,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00246,2024-01-01 04:06:00,Household,Happy Belly Snack 9,This is a synthetic description for Happy Belly Snack 9.,Echo,1 pack,1917,1846,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00247,2024-01-01 04:07:00,Groceries,Echo Dot 26,This is a synthetic description for Echo Dot 26.,Amazon Basics,4 pack,1256,1159,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00248,2024-01-01 04:08:00,Books,Kindle E-Reader 48,This is a synthetic description for Kindle E-Reader 48.,Happy Belly,2 pack,597,554,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00249,2024-01-01 04:09:00,Groceries,Kindle E-Reader 80,This is a synthetic description for Kindle E-Reader 80.,Kindle,4 pack,498,474,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00250,2024-01-01 04:10:00,Books,Echo Dot 13,This is a synthetic description for Echo Dot 13.,Happy Belly,3 pack,1925,1848,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00251,2024-01-01 04:11:00,Groceries,Fire Stick 27,This is a synthetic description for Fire Stick 27.,Kindle,3 pack,1279,1245,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00252,2024-01-01 04:12:00,Household,Solimo Essential 49,This is a synthetic description for Solimo Essential 49.,Kindle,4 pack,189,179,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00253,2024-01-01 04:13:00,Household,Echo Dot 31,This is a synthetic description for Echo Dot 31.,Amazon Basics,2 pack,544,503,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00254,2024-01-01 04:14:00,Electronics,Fire Stick 45,This is a synthetic description for Fire Stick 45.,Solimo,3 pack,990,978,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00255,2024-01-01 04:15:00,Groceries,Happy Belly Snack 92,This is a synthetic description for Happy Belly Snack 92.,Amazon Basics,2 pack,620,606,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00256,2024-01-01 04:16:00,Electronics,Echo Dot 42,This is a synthetic description for Echo Dot 42.,Amazon Basics,2 pack,958,922,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00257,2024-01-01 04:17:00,Books,Fire Stick 39,This is a synthetic description for Fire Stick 39.,Solimo,1 pack,245,227,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00258,2024-01-01 04:18:00,Household,Echo Dot 47,This is a synthetic description for Echo Dot 47.,Amazon Basics,3 pack,1231,1134,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00259,2024-01-01 04:19:00,Electronics,Happy Belly Snack 48,This is a synthetic description for Happy Belly Snack 48.,Kindle,3 pack,518,491,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00260,2024-01-01 04:20:00,Household,Amazon Product 78,This is a synthetic description for Amazon Product 78.,Kindle,1 pack,540,516,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00261,2024-01-01 04:21:00,Groceries,Solimo Essential 67,This is a synthetic description for Solimo Essential 67.,Solimo,2 pack,736,698,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00262,2024-01-01 04:22:00,Books,Happy Belly Snack 19,This is a synthetic description for Happy Belly Snack 19.,Fire TV,2 pack,1225,1184,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00263,2024-01-01 04:23:00,Books,Echo Dot 97,This is a synthetic description for Echo Dot 97.,Fire TV,3 pack,172,165,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00264,2024-01-01 04:24:00,Electronics,Fire Stick 13,This is a synthetic description for Fire Stick 13.,Amazon Basics,4 pack,1765,1761,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00265,2024-01-01 04:25:00,Kitchen,Solimo Essential 67,This is a synthetic description for Solimo Essential 67.,Happy Belly,4 pack,480,478,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00266,2024-01-01 04:26:00,Books,Solimo Essential 81,This is a synthetic description for Solimo Essential 81.,Echo,2 pack,1594,1565,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00267,2024-01-01 04:27:00,Books,Echo Dot 77,This is a synthetic description for Echo Dot 77.,Kindle,3 pack,1426,1372,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00268,2024-01-01 04:28:00,Electronics,Fire Stick 17,This is a synthetic description for Fire Stick 17.,Fire TV,4 pack,1079,1077,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00269,2024-01-01 04:29:00,Books,Kindle E-Reader 5,This is a synthetic description for Kindle E-Reader 5.,Fire TV,4 pack,1371,1264,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00270,2024-01-01 04:30:00,Groceries,Fire Stick 70,This is a synthetic description for Fire Stick 70.,Happy Belly,2 pack,555,517,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00271,2024-01-01 04:31:00,Books,Happy Belly Snack 98,This is a synthetic description for Happy Belly Snack 98.,Kindle,2 pack,1927,1777,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00272,2024-01-01 04:32:00,Electronics,Echo Dot 2,This is a synthetic description for Echo Dot 2.,Echo,1 pack,1068,1004,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00273,2024-01-01 04:33:00,Kitchen,Solimo Essential 68,This is a synthetic description for Solimo Essential 68.,Solimo,3 pack,361,327,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00274,2024-01-01 04:34:00,Kitchen,Fire Stick 12,This is a synthetic description for Fire Stick 12.,Amazon Basics,2 pack,777,733,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00275,2024-01-01 04:35:00,Household,Happy Belly Snack 78,This is a synthetic description for Happy Belly Snack 78.,Happy Belly,3 pack,1971,1965,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00276,2024-01-01 04:36:00,Groceries,Kindle E-Reader 66,This is a synthetic description for Kindle E-Reader 66.,Echo,2 pack,1030,949,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00277,2024-01-01 04:37:00,Household,Amazon Product 66,This is a synthetic description for Amazon Product 66.,Amazon Basics,1 pack,921,889,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00278,2024-01-01 04:38:00,Kitchen,Happy Belly Snack 52,This is a synthetic description for Happy Belly Snack 52.,Echo,3 pack,1001,977,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00279,2024-01-01 04:39:00,Groceries,Solimo Essential 68,This is a synthetic description for Solimo Essential 68.,Amazon Basics,3 pack,1703,1692,amazon_com,Limited time deal,nan,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00280,2024-01-01 04:40:00,Books,Solimo Essential 93,This is a synthetic description for Solimo Essential 93.,Fire TV,3 pack,489,458,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00281,2024-01-01 04:41:00,Household,Fire Stick 23,This is a synthetic description for Fire Stick 23.,Echo,3 pack,1110,1106,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00282,2024-01-01 04:42:00,Electronics,Solimo Essential 11,This is a synthetic description for Solimo Essential 11.,Solimo,1 pack,1179,1101,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00283,2024-01-01 04:43:00,Electronics,Kindle E-Reader 21,This is a synthetic description for Kindle E-Reader 21.,Amazon Basics,4 pack,289,276,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00284,2024-01-01 04:44:00,Books,Amazon Product 4,This is a synthetic description for Amazon Product 4.,Fire TV,3 pack,1675,1659,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00285,2024-01-01 04:45:00,Books,Echo Dot 52,This is a synthetic description for Echo Dot 52.,Fire TV,4 pack,521,483,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00286,2024-01-01 04:46:00,Books,Happy Belly Snack 99,This is a synthetic description for Happy Belly Snack 99.,Echo,4 pack,1081,1068,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00287,2024-01-01 04:47:00,Kitchen,Echo Dot 55,This is a synthetic description for Echo Dot 55.,Solimo,2 pack,1854,1706,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00288,2024-01-01 04:48:00,Groceries,Solimo Essential 87,This is a synthetic description for Solimo Essential 87.,Solimo,4 pack,1546,1414,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00289,2024-01-01 04:49:00,Household,Solimo Essential 85,This is a synthetic description for Solimo Essential 85.,Kindle,2 pack,272,269,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00290,2024-01-01 04:50:00,Books,Kindle E-Reader 63,This is a synthetic description for Kindle E-Reader 63.,Kindle,4 pack,1891,1709,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00291,2024-01-01 04:51:00,Books,Solimo Essential 52,This is a synthetic description for Solimo Essential 52.,Fire TV,2 pack,843,792,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00292,2024-01-01 04:52:00,Groceries,Solimo Essential 13,This is a synthetic description for Solimo Essential 13.,Amazon Basics,1 pack,291,275,amazon_com,Limited time deal,nan,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00293,2024-01-01 04:53:00,Household,Fire Stick 48,This is a synthetic description for Fire Stick 48.,Kindle,1 pack,1133,1076,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00294,2024-01-01 04:54:00,Household,Kindle E-Reader 86,This is a synthetic description for Kindle E-Reader 86.,Amazon Basics,3 pack,1055,969,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00295,2024-01-01 04:55:00,Books,Amazon Product 87,This is a synthetic description for Amazon Product 87.,Kindle,4 pack,944,873,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00296,2024-01-01 04:56:00,Electronics,Echo Dot 51,This is a synthetic description for Echo Dot 51.,Echo,4 pack,1140,1136,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00297,2024-01-01 04:57:00,Kitchen,Fire Stick 11,This is a synthetic description for Fire Stick 11.,Fire TV,3 pack,1334,1307,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00298,2024-01-01 04:58:00,Groceries,Echo Dot 94,This is a synthetic description for Echo Dot 94.,Happy Belly,4 pack,619,610,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00299,2024-01-01 04:59:00,Books,Amazon Product 95,This is a synthetic description for Amazon Product 95.,Amazon Basics,1 pack,1061,983,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00300,2024-01-01 05:00:00,Books,Happy Belly Snack 68,This is a synthetic description for Happy Belly Snack 68.,Happy Belly,1 pack,268,244,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00301,2024-01-01 05:01:00,Household,Solimo Essential 21,This is a synthetic description for Solimo Essential 21.,Fire TV,4 pack,1982,1981,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00302,2024-01-01 05:02:00,Books,Solimo Essential 11,This is a synthetic description for Solimo Essential 11.,Solimo,3 pack,372,355,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00303,2024-01-01 05:03:00,Beauty,Happy Belly Snack 89,This is a synthetic description for Happy Belly Snack 89.,Solimo,2 pack,513,494,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00304,2024-01-01 05:04:00,Beauty,Happy Belly Snack 21,This is a synthetic description for Happy Belly Snack 21.,Echo,2 pack,1667,1549,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00305,2024-01-01 05:05:00,Electronics,Solimo Essential 21,This is a synthetic description for Solimo Essential 21.,Kindle,2 pack,760,753,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00306,2024-01-01 05:06:00,Books,Kindle E-Reader 86,This is a synthetic description for Kindle E-Reader 86.,Happy Belly,3 pack,1468,1447,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00307,2024-01-01 05:07:00,Household,Echo Dot 85,This is a synthetic description for Echo Dot 85.,Fire TV,3 pack,1685,1591,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00308,2024-01-01 05:08:00,Books,Echo Dot 22,This is a synthetic description for Echo Dot 22.,Echo,1 pack,1824,1728,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00309,2024-01-01 05:09:00,Beauty,Echo Dot 30,This is a synthetic description for Echo Dot 30.,Fire TV,3 pack,1404,1277,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00310,2024-01-01 05:10:00,Household,Solimo Essential 16,This is a synthetic description for Solimo Essential 16.,Amazon Basics,4 pack,1384,1382,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00311,2024-01-01 05:11:00,Beauty,Solimo Essential 98,This is a synthetic description for Solimo Essential 98.,Echo,1 pack,1133,1113,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00312,2024-01-01 05:12:00,Beauty,Solimo Essential 41,This is a synthetic description for Solimo Essential 41.,Kindle,1 pack,599,564,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00313,2024-01-01 05:13:00,Household,Happy Belly Snack 12,This is a synthetic description for Happy Belly Snack 12.,Amazon Basics,2 pack,1137,1104,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00314,2024-01-01 05:14:00,Beauty,Kindle E-Reader 95,This is a synthetic description for Kindle E-Reader 95.,Happy Belly,4 pack,1334,1234,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00315,2024-01-01 05:15:00,Groceries,Fire Stick 20,This is a synthetic description for Fire Stick 20.,Solimo,4 pack,1113,1015,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00316,2024-01-01 05:16:00,Groceries,Happy Belly Snack 21,This is a synthetic description for Happy Belly Snack 21.,Solimo,2 pack,1041,1038,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00317,2024-01-01 05:17:00,Electronics,Fire Stick 93,This is a synthetic description for Fire Stick 93.,Happy Belly,3 pack,1851,1772,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00318,2024-01-01 05:18:00,Books,Happy Belly Snack 24,This is a synthetic description for Happy Belly Snack 24.,Solimo,2 pack,693,675,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00319,2024-01-01 05:19:00,Beauty,Amazon Product 63,This is a synthetic description for Amazon Product 63.,Happy Belly,3 pack,505,482,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00320,2024-01-01 05:20:00,Household,Happy Belly Snack 31,This is a synthetic description for Happy Belly Snack 31.,Fire TV,4 pack,118,115,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00321,2024-01-01 05:21:00,Electronics,Solimo Essential 63,This is a synthetic description for Solimo Essential 63.,Fire TV,1 pack,862,816,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00322,2024-01-01 05:22:00,Kitchen,Echo Dot 33,This is a synthetic description for Echo Dot 33.,Amazon Basics,2 pack,1383,1337,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00323,2024-01-01 05:23:00,Kitchen,Fire Stick 75,This is a synthetic description for Fire Stick 75.,Amazon Basics,2 pack,1523,1455,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00324,2024-01-01 05:24:00,Household,Solimo Essential 3,This is a synthetic description for Solimo Essential 3.,Kindle,3 pack,1748,1655,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00325,2024-01-01 05:25:00,Kitchen,Amazon Product 51,This is a synthetic description for Amazon Product 51.,Kindle,3 pack,1549,1515,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00326,2024-01-01 05:26:00,Groceries,Echo Dot 64,This is a synthetic description for Echo Dot 64.,Kindle,4 pack,148,144,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00327,2024-01-01 05:27:00,Books,Happy Belly Snack 90,This is a synthetic description for Happy Belly Snack 90.,Fire TV,2 pack,842,804,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00328,2024-01-01 05:28:00,Electronics,Fire Stick 70,This is a synthetic description for Fire Stick 70.,Amazon Basics,2 pack,785,726,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00329,2024-01-01 05:29:00,Electronics,Fire Stick 85,This is a synthetic description for Fire Stick 85.,Happy Belly,4 pack,975,946,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00330,2024-01-01 05:30:00,Beauty,Fire Stick 14,This is a synthetic description for Fire Stick 14.,Solimo,4 pack,1523,1418,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00331,2024-01-01 05:31:00,Books,Amazon Product 45,This is a synthetic description for Amazon Product 45.,Fire TV,4 pack,1742,1659,amazon_com,Limited time deal,Buy 2 Get 1 Free,False,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00332,2024-01-01 05:32:00,Electronics,Echo Dot 68,This is a synthetic description for Echo Dot 68.,Solimo,1 pack,1642,1573,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00333,2024-01-01 05:33:00,Beauty,Fire Stick 88,This is a synthetic description for Fire Stick 88.,Kindle,2 pack,1789,1670,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00334,2024-01-01 05:34:00,Household,Echo Dot 82,This is a synthetic description for Echo Dot 82.,Kindle,3 pack,1722,1558,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00335,2024-01-01 05:35:00,Electronics,Echo Dot 12,This is a synthetic description for Echo Dot 12.,Amazon Basics,1 pack,524,492,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00336,2024-01-01 05:36:00,Household,Amazon Product 71,This is a synthetic description for Amazon Product 71.,Happy Belly,3 pack,388,372,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00337,2024-01-01 05:37:00,Books,Solimo Essential 43,This is a synthetic description for Solimo Essential 43.,Amazon Basics,3 pack,1721,1705,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00338,2024-01-01 05:38:00,Kitchen,Solimo Essential 65,This is a synthetic description for Solimo Essential 65.,Solimo,1 pack,1640,1639,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00339,2024-01-01 05:39:00,Household,Solimo Essential 98,This is a synthetic description for Solimo Essential 98.,Echo,1 pack,1802,1717,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00340,2024-01-01 05:40:00,Books,Kindle E-Reader 10,This is a synthetic description for Kindle E-Reader 10.,Echo,4 pack,342,311,amazon_com,Limited time deal,10% Off with Coupon,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00341,2024-01-01 05:41:00,Household,Fire Stick 86,This is a synthetic description for Fire Stick 86.,Kindle,3 pack,1849,1734,amazon_com,Limited time deal,Buy 2 Get 1 Free,True,https://example.com/image.jpg,https://www.amazon.com/example-product
amzn_00342,2024-01-01 05:42:00,Electronics,Solimo Essential 28,This is a synthetic description for Solimo Essential 28.,Solimo,1 pack,546,545,amazon_com,Limited time deal,nan,True,https://example.com/image.jpg,https://www.amazon.com/example-product
